"dim","culture","mean.est","mean.cilo","mean.cihi","mean.pval","sd.est","sd.cilo","sd.cihi","ncites","npassages"
"q.1","NHS-C001",-0.217686517314939,-0.750547988291421,0.328085450710516,0.4215,0.566877141196804,0.371321555901856,0.837839357034043,4,13
"q.1","NHS-C002",-0.437902508161858,-0.630886048562203,-0.256078991061563,0,0.674284225976362,0.577724408251406,0.764483376034827,16,121
"q.1","NHS-C003",-0.775281744775958,-0.981233912656668,-0.552346464639027,0,0.636360646743768,0.538711869378677,0.730107763842184,4,126
"q.1","NHS-C004",0.0321483998230925,-0.331296505696966,0.386125606621678,0.853,1.13694235682966,0.974256848955068,1.31783136101872,9,29
"q.1","NHS-C006",0.0183336402809501,-0.339450226293262,0.378062748934005,0.92675,0.840366615739515,0.680514727418314,1.00736369380639,12,33
"q.1","NHS-C007",0.0980101654421191,-0.109058873516606,0.302129031414417,0.35225,0.841438747220997,0.687155279010596,0.934092839100277,10,100
"q.1","NHS-C008",0.00746348339262011,-0.447273080604119,0.47216399629347,0.98425,0.773382012810951,0.527652078951028,1.04944837393991,8,19
"q.1","NHS-C009",0.0649909832441406,-0.0894131390916461,0.211672777387682,0.401,0.718246662500677,0.617049098322321,0.812261186717746,5,163
"q.1","NHS-C011",0.592672924783313,0.148536225919685,1.04713794696525,0.00950000000000006,1.07525134681882,0.84897598034058,1.34765409939905,5,19
"q.1","NHS-C014",0.37633260068991,0.174704545118657,0.585905774183769,0.000499999999999945,0.838338955644914,0.71494556159688,0.963739638976947,13,106
"q.1","NHS-C016",0.026274265180137,-0.271667622672878,0.326938058853039,0.871,0.735430488990697,0.588493955699261,0.878866662772314,7,46
"q.1","NHS-C017",0.0589989718537036,-0.329823619028386,0.456317042681192,0.77,0.881260207895994,0.677254360642404,1.06722648062816,12,30
"q.1","NHS-C022",-0.169604317730534,-0.368755264586228,0.0295479676661161,0.09325,0.625399758950071,0.520358743359133,0.723824371693168,4,89
"q.1","NHS-C023",0.614322292786092,0.36227171511956,0.873861472726594,0,1.02634536329921,0.878752067055049,1.18012100128295,13,65
"q.1","NHS-C024",0.195938173559552,0.0144546034737747,0.376128665046167,0.0337499999999999,1.21497958112744,1.08424215483127,1.3178734130927,5,114
"q.1","NHS-C027",-0.11528787900962,-0.582411672919634,0.339084194864498,0.60775,0.628711348677117,0.433212961644934,0.833939749239541,6,20
"q.1","NHS-C029",-0.298777768912564,-0.71239355074994,0.09023053972947,0.14175,0.839199408667573,0.65440862616482,0.992615415169535,5,26
"q.1","NHS-C032",-0.327881040155089,-0.753093472768916,0.0895875406268739,0.12825,0.801979584228719,0.571646151729435,1.04924120655805,10,20
"q.1","NHS-C033",-0.210992296449618,-0.543791950546013,0.10973520796359,0.194,0.693701164988585,0.548438267845458,0.824481435163555,5,35
"q.1","NHS-C036",-0.2865759400651,-0.407169046240863,-0.176359255434423,0,0.789956383762437,0.696992009475921,0.869080313557022,19,315
"q.1","NHS-C037",0.164893432438335,-0.22150220668892,0.569298978899882,0.4135,0.714182063923901,0.521502501101599,0.91546727974647,2,27
"q.1","NHS-C042",0.0715891932613045,-0.11918445664807,0.265126498520508,0.4695,0.731879767189595,0.61200667507401,0.826820574189224,13,106
"q.1","NHS-C048",0.0525374218668438,-0.198646001051128,0.310442124409943,0.68975,0.792963534940162,0.635490384734417,0.945007652354078,15,63
"q.1","NHS-C050",0.299848977529354,-1.13144244584016,1.78692923972368,0.69775,0.448246090748558,0.0279609703822228,1.32543656704871,1,2
"q.1","NHS-C052",-0.247935970001116,-0.691296314047447,0.205675813568234,0.28025,0.622668390783887,0.404148185405702,0.779359307373677,4,17
"q.1","NHS-C055",-1.30926987729461,-3.12429907899929,0.51306395810368,0.1565,NA,NA,NA,1,1
"q.1","NHS-C056",0.199624435115112,-0.0109953946477262,0.406357550928806,0.0629999999999999,0.679498433131902,0.582375006891153,0.765602465064798,16,101
"q.1","NHS-C058",-0.0263597664564504,-0.262130456448394,0.202795021707627,0.831,0.817023645556025,0.68523734791888,0.935287817085724,5,84
"q.1","NHS-C059",0.445243458254653,0.222413702693988,0.677410485107106,0,0.775191273466637,0.683295074083464,0.913840108574406,6,77
"q.1","NHS-C064",0.73259825589551,0.342180464779129,1.12024272410179,0.000499999999999945,1.3329178034893,1.11722689086673,1.53074276996889,3,28
"q.1","NHS-C066",-0.48389238386871,-0.712860692500503,-0.26049713861882,0,0.88585251834155,0.749758347196208,1.00075768634402,10,85
"q.1","NHS-C067",-0.24497462709449,-0.366061498388717,-0.125286053657977,0,0.698547407862008,0.623831933394723,0.761245880298695,26,288
"q.1","NHS-C068",-0.142112469219547,-0.740537851663269,0.450982586171579,0.63625,0.627157248392745,0.384240907448748,0.917389144393897,5,11
"q.1","NHS-C070",-0.17273933238944,-0.291872782072857,-0.057435834240864,0.002,0.841465349413889,0.741990587989975,0.910620473977624,10,288
"q.1","NHS-C073",0.371198965067427,0.230321138824232,0.517450886813019,0,0.900779445302841,0.77251328519693,0.996623367888446,11,211
"q.1","NHS-C074",-0.52085151848301,-0.815325453661111,-0.225740885558588,0.00025,0.663158771019033,0.542803340295885,0.791354826613562,7,46
"q.1","NHS-C075",-0.00253469690861279,-0.496579672417016,0.48925989819709,0.9975,0.822449115232212,0.610014066077312,1.00977639641672,8,16
"q.1","NHS-C077",-0.158670733904031,-0.351239430114315,0.0346109654441661,0.10325,0.746450078638461,0.635038126045428,0.853732305414994,13,114
"q.1","NHS-C078",-0.0228382858194669,-0.350855570488467,0.306439268949278,0.89275,0.727952060435488,0.583162464570038,0.9049391946567,9,38
"q.1","NHS-C079",0.171695011717642,-0.24839585874711,0.606109007016567,0.4315,1.27302600569007,1.00823279151596,1.52416076045864,4,21
"q.1","NHS-C080",-0.0241237652470304,-0.163557636219755,0.11666851166233,0.7395,0.883709854900715,0.746753258070901,0.977164318823632,17,207
"q.1","NHS-C081",0.042387389835251,-0.202077173517716,0.29695417137532,0.75125,1.0600219037857,0.893410276822916,1.18676556667038,12,62
"q.1","NHS-C082",-0.0976351092387368,-0.254723240982539,0.0554400879504829,0.2025,0.841930792430194,0.749876648047276,0.934234398224108,18,184
"q.1","NHS-C083",0.41180480541533,0.279861265368329,0.558406647095147,0,0.916972998249109,0.753302170833438,1.01308491233509,7,310
"q.1","NHS-C084",0.745907076573366,0.583651082205763,0.906700149826859,0,1.18103284399437,1.04325764778614,1.29563736040762,11,209
"q.1","NHS-C085",-0.227663424224205,-0.477518218353197,0.0284523235455721,0.08375,0.650383235871632,0.543006404147722,0.77874391702369,7,59
"q.1","NHS-C086",-0.260017510639092,-0.702841807284153,0.169579755677263,0.23725,0.649460513701533,0.46889356072695,0.882534869224325,3,20
"q.1","NHS-C087",1.53994048412003,0.631742129141022,2.49531042003947,0.00099999999999989,1.29803254113507,0.832334235323053,1.81226552489032,1,4
"q.1","NHS-C088",-0.100794771073802,-1.21107284215305,1.05240361848531,0.854,0.639320068626156,0.147790735017493,1.24509302505729,3,3
"q.1","NHS-C091",0.202316773120989,-0.388517292012553,0.79995740857695,0.509,0.605773928046272,0.40966065327437,0.877599685768131,3,11
"q.1","NHS-C092",-0.0643240651415616,-0.287198246838112,0.161727614475025,0.56925,1.00555958263712,0.863890224072361,1.14126832686625,5,83
"q.1","NHS-C095",0.0695903131610918,-0.149333824593347,0.287845158124993,0.534,0.750018675650152,0.611112481841344,0.865184409419245,10,91
"q.1","NHS-C097",-0.586181070059828,-0.938281086456871,-0.260946129881241,0,0.763167999501627,0.600249172836397,0.929215533910546,4,33
"q.1","NHS-C098",-0.110843608103998,-0.617024904552907,0.391246369674624,0.673,0.842831297773926,0.613969258445058,1.06293351492206,7,16
"q.1","NHS-C100",0.463646240106772,0.128327916267342,0.811353315313305,0.00574999999999992,0.856520998062388,0.652689066307606,1.02927438571669,6,34
"q.1","NHS-C108",-0.129414830989539,-0.342336620374747,0.0842578472212588,0.23675,0.714155931333161,0.580398183261976,0.815204690276831,14,88
"q.1","NHS-C111",-0.410292738356208,-0.639630989140358,-0.18852064442845,0.00025,0.805624988406162,0.684004187509811,0.915067306480473,9,85
"q.1","NHS-C114",-0.0395909185105793,-0.449520376579483,0.344835169890483,0.8565,0.840308466120142,0.64156228459128,1.0449481623421,2,24
"q.1","NHS-C115",-0.247466475236786,-0.529007331892771,0.0362901504659587,0.0895,0.676772731047628,0.550564706465234,0.832916921606949,9,51
"q.1","NHS-C116",-0.165568686703163,-0.566831451604647,0.242428132213228,0.4325,0.76758177356586,0.585904234570394,0.944355393539765,5,22
"q.2","NHS-C001",0.201417290732475,-0.394598480223912,0.844669269698981,0.53375,0.590424543198156,0.383673707443671,0.834825407307313,4,13
"q.2","NHS-C002",-0.206892449894904,-0.422890376386161,-0.000588184784212363,0.0495,0.71699465886147,0.621375235443337,0.802110704379593,16,121
"q.2","NHS-C003",0.67331400597717,0.339739605754243,0.957478017967889,0.00249999999999995,0.819132205658938,0.612827593376888,0.959633975961069,4,126
"q.2","NHS-C004",-0.0858561561114122,-0.525242507792564,0.34518287089082,0.71675,1.13760938268134,0.905530479456868,1.34357101138477,9,29
"q.2","NHS-C006",0.235227075629785,-0.162753103563601,0.616453319741156,0.23325,0.91398242478319,0.728778704292109,1.09449808253472,12,33
"q.2","NHS-C007",-0.0563705738813781,-0.303963696000455,0.184535496155306,0.6655,0.889478061019575,0.712141516681077,1.07120765771361,10,100
"q.2","NHS-C008",-0.00743278137298085,-0.51728925326219,0.508906553818654,0.97625,0.768651009853445,0.487239095305511,0.998219859485993,8,19
"q.2","NHS-C009",0.0703392905502697,-0.116751972219421,0.259223746992406,0.4515,0.76479867348997,0.659245922422248,0.871863004759017,5,163
"q.2","NHS-C011",0.521191423075026,0.0291644769815781,1.02716361884643,0.0369999999999999,0.821376639531153,0.590750468329096,1.09761646399587,5,19
"q.2","NHS-C014",-0.0220431376449681,-0.249071743308999,0.221022215856981,0.853,0.878291994956904,0.764996132339147,1.01250143426095,13,106
"q.2","NHS-C016",-0.0386784361448707,-0.371596034806018,0.294599569598024,0.81925,0.856112339481546,0.718412070083172,1.00440119880193,7,46
"q.2","NHS-C017",0.0309482543308488,-0.383714780325814,0.43582786727019,0.8735,0.792893487451501,0.562899040588419,0.985790320802817,12,30
"q.2","NHS-C022",-0.438097207490631,-0.668691694458951,-0.194469133736012,0.00025,0.723934447697902,0.615605849464223,0.805754912947933,4,89
"q.2","NHS-C023",0.34734896622721,0.0761410174777339,0.627223815499841,0.0142500000000001,1.1480603719997,1.01000356433173,1.31793434666053,13,65
"q.2","NHS-C024",-0.353696301407847,-0.553854667360681,-0.156937557948179,0.00075,1.12327509093454,0.968186238816543,1.28618942130226,5,114
"q.2","NHS-C027",0.0569649140303676,-0.475329447368864,0.565646267180791,0.80675,0.708815904006193,0.463255240337347,0.999929810540227,6,20
"q.2","NHS-C029",0.251885024866759,-0.227821606634693,0.739404674409101,0.30525,0.783479200637142,0.597446400614967,1.00574202351175,5,26
"q.2","NHS-C032",-0.0702954658845901,-0.539566907094761,0.396687052571732,0.77025,0.852117406138058,0.613765136876422,1.20267759666105,10,20
"q.2","NHS-C033",-0.223494550760492,-0.599988802895976,0.149863497174475,0.26025,0.772448228053864,0.615636233940314,0.938700585107102,5,35
"q.2","NHS-C036",-0.159136452191524,-0.285307075732797,-0.0321044873037556,0.0155,0.823856776641613,0.699288735475422,0.897223520894192,19,315
"q.2","NHS-C037",-0.0317338077472402,-0.484909281513015,0.421781076781337,0.903,0.817428901526293,0.645152582564564,0.988058076374871,2,27
"q.2","NHS-C042",-0.154485271549121,-0.374267515821949,0.0667008521054882,0.1665,0.821619284735563,0.690751774038921,0.920824980164186,13,106
"q.2","NHS-C048",-0.0563385888175654,-0.365371332596574,0.252562929843332,0.69725,0.800795502166376,0.664995560165954,0.952505376787285,15,63
"q.2","NHS-C050",0.421896598082566,-1.22885867817259,2.20792151901991,0.64725,0.556316752773276,0.021329849390376,1.41312917388201,1,2
"q.2","NHS-C052",0.286601442782415,-0.237697065550806,0.807747251146503,0.2705,0.723259069662635,0.440360207649608,0.946563694088687,4,17
"q.2","NHS-C055",1.41506659402243,-0.679869218842433,3.4589191331751,0.186,NA,NA,NA,1,1
"q.2","NHS-C056",0.287196157498428,0.0462053620055095,0.527766352831224,0.0222500000000001,0.814203802846369,0.65767156483422,0.930278760949243,16,101
"q.2","NHS-C058",-0.000985363738316627,-0.239907320109958,0.245981618245758,0.98525,0.875544729794326,0.709868836180334,1.01366673226315,5,84
"q.2","NHS-C059",0.293160119079621,0.02988791002703,0.544002932080626,0.03125,0.895129381561041,0.694809079174418,1.02787352380728,6,77
"q.2","NHS-C064",-0.0372880413250699,-0.442765774081122,0.380777062217304,0.86375,1.65460478505102,1.42908018551631,1.91774722044918,3,28
"q.2","NHS-C066",-0.183558271884368,-0.448953514535142,0.0556705360459953,0.146,0.957077196120885,0.781077995211614,1.08171419348963,10,85
"q.2","NHS-C067",-0.0842743652331098,-0.224370927463623,0.0538014943280667,0.21725,0.729997745992264,0.628201378122126,0.795735361339448,26,288
"q.2","NHS-C068",0.105282030186525,-0.558342557220995,0.798592697341762,0.77375,0.679235938363032,0.450919985436544,0.959117250711012,5,11
"q.2","NHS-C070",-0.101404684461775,-0.234744615290782,0.0276572886630838,0.12,0.940618489348925,0.82402550091685,1.03572068481816,10,288
"q.2","NHS-C073",0.0787633742577533,-0.0779364680228029,0.244725779757637,0.334,0.923040762302049,0.796277824943257,1.00924412145552,11,211
"q.2","NHS-C074",-0.105981216247782,-0.435047563268436,0.258498389153167,0.5095,0.782049058184849,0.635018603159497,0.96468993952723,7,46
"q.2","NHS-C075",0.187497054804678,-0.345304316711502,0.766073880320363,0.5205,0.876396735707964,0.616040448883069,1.1639395590575,8,16
"q.2","NHS-C077",-0.00869842741775493,-0.228671658606345,0.210325607497984,0.937,0.803419650971107,0.676530634329407,0.903000129326006,13,114
"q.2","NHS-C078",-0.0365120769291527,-0.415202177180363,0.344423948995922,0.84875,0.820713013784521,0.64306863191465,1.00323778596069,9,38
"q.2","NHS-C079",-0.410751399596113,-0.896092154732982,0.0710851382294142,0.0995,1.42576887118962,1.129583185292,1.65159807107056,4,21
"q.2","NHS-C080",-0.138456821897552,-0.300212748929866,0.0240462952924153,0.09275,1.00247313918142,0.888980899110479,1.13648033682802,17,207
"q.2","NHS-C081",-0.476457407441265,-0.748266666814247,-0.206025264048656,0,1.17959126837941,0.991971512353139,1.33653636503369,12,62
"q.2","NHS-C082",-0.332929910820743,-0.49961364366743,-0.170067130669858,0,0.94602281974206,0.819471953084603,1.05819709769944,18,184
"q.2","NHS-C083",0.449458606570439,0.305798266084489,0.59653730427434,0,1.01789699239518,0.905345103601052,1.12756147351508,7,310
"q.2","NHS-C084",0.423723130220602,0.212771579750979,0.601131578624805,0,1.19243922362744,1.06729903503723,1.29201322387102,11,209
"q.2","NHS-C085",0.0755244739928238,-0.23019789669561,0.382418877620502,0.625,0.840522466035489,0.70799372690173,0.999821758830654,7,59
"q.2","NHS-C086",-0.0708234489963292,-0.554783297812618,0.447791078051633,0.76525,0.721501567689373,0.430519179482733,1.03453917792187,3,20
"q.2","NHS-C087",-0.151974530938023,-1.29616994332907,0.942072288722562,0.80925,2.63636874443982,2.06047843088599,3.42508258776368,1,4
"q.2","NHS-C088",-0.167593225490433,-1.49384429734349,1.09458618530178,0.8015,0.534139438987078,0.111811553801218,1.18662815529868,3,3
"q.2","NHS-C091",0.173935840059658,-0.542765268683309,0.853022656589233,0.6075,0.731521177922815,0.452358571290215,1.03993421431098,3,11
"q.2","NHS-C092",-0.022627302792652,-0.270156072760072,0.228570187311843,0.85825,1.14439688640389,0.982589376013597,1.53405910565875,5,83
"q.2","NHS-C095",-0.00826645628166104,-0.247162431717676,0.238504653588812,0.944,0.860832466595771,0.702717985306249,0.998964637166758,10,91
"q.2","NHS-C097",0.0306346151653937,-0.350435296697743,0.408881612698214,0.876,0.859735938733593,0.700457486108149,1.03116724061768,4,33
"q.2","NHS-C098",0.117704268724917,-0.455509943323806,0.673751444480674,0.6855,0.721193094133433,0.460947606427045,0.965738351899055,7,16
"q.2","NHS-C100",0.334256538379981,-0.0610910927532422,0.73265336331303,0.09975,0.961343927485185,0.752604106816841,1.22141213294141,6,34
"q.2","NHS-C108",-0.341567410508461,-0.594833826169726,-0.0915155145725383,0.00675,0.848679454631293,0.709752775124741,1.00603505935615,14,88
"q.2","NHS-C111",-0.461966911516363,-0.714505953506485,-0.225241911112575,5e-04,1.04557245358641,0.854285391829696,1.20958716175357,9,85
"q.2","NHS-C114",0.0443962494174449,-0.388229281334878,0.503233803107569,0.87275,0.934586200240263,0.710171968662068,1.13303313094748,2,24
"q.2","NHS-C115",0.0165179048171887,-0.306277226816862,0.351891025667759,0.924,0.735005105743545,0.591134968276904,0.904473043623557,9,51
"q.2","NHS-C116",-0.0463454590066854,-0.503775172741098,0.421856501025152,0.839,0.782117576811139,0.56702262139313,1.01747541682586,5,22
"q.3","NHS-C001",-0.171661153006061,-0.73818878859785,0.406332428967643,0.54575,0.689272661523336,0.400571139570192,0.907466501311812,4,13
"q.3","NHS-C002",-0.0656334698654954,-0.264078845510828,0.133365370793506,0.5085,0.705107463923217,0.56330074702117,0.871399445860457,16,121
"q.3","NHS-C003",-1.52836497927794,-1.94081017518875,-0.98351196001253,0.0175,1.22379700295858,0.888957934487765,1.43636265397488,4,126
"q.3","NHS-C004",0.0947224978120774,-0.331770031324406,0.530320023736666,0.66925,0.83261501063849,0.620430601537648,1.0040090884805,9,29
"q.3","NHS-C006",-0.0524009577143388,-0.421058023831653,0.333533112632155,0.772,0.844539257602788,0.638122721970877,1.03790725194996,12,33
"q.3","NHS-C007",0.248180896569021,-0.0261600749114727,0.488117087212866,0.06575,0.875249421621725,0.725379359550476,0.993671579610767,10,100
"q.3","NHS-C008",0.0700600578118877,-0.451676213878146,0.580022937182089,0.78725,0.797581442536861,0.524778887204003,1.12186002315388,8,19
"q.3","NHS-C009",0.197112379275953,-0.0482844356618919,0.392695063684277,0.095,0.84854610013529,0.710598371186737,0.988078956696247,5,163
"q.3","NHS-C011",-0.216607913325827,-0.714649665851959,0.302422423913645,0.4115,0.943487241818217,0.613900655168467,1.24037794676215,5,19
"q.3","NHS-C014",0.260924733373141,0.0223415947223725,0.494267520374587,0.0382499999999999,0.836258924150518,0.664075113242112,0.972025297505456,13,106
"q.3","NHS-C016",0.120576377820563,-0.22406429767777,0.450605801666369,0.47425,0.823250598764331,0.632205085965438,1.00666248864049,7,46
"q.3","NHS-C017",0.00785464395793989,-0.368705230915501,0.394518036249739,0.9815,0.830589361682282,0.610506719599527,1.0889342323867,12,30
"q.3","NHS-C022",0.212317864326971,-0.0288549777891917,0.442914375271144,0.0807500000000001,0.743077860083284,0.603870892172714,0.926978006706008,4,89
"q.3","NHS-C023",0.242839952943194,-0.047468391128945,0.561455121221743,0.108,0.948999932951742,0.695800810045996,1.0645586532369,13,65
"q.3","NHS-C024",0.065800932130585,-0.150110427602455,0.283826397833392,0.55275,0.925160090232989,0.784662227744069,1.04779501118964,5,114
"q.3","NHS-C027",-0.163716470709921,-0.657585409520723,0.325358848525974,0.52125,0.783908847851166,0.567280512532746,1.08783862272136,6,20
"q.3","NHS-C029",0.239146648311843,-0.212313732434397,0.69728506782628,0.29925,1.16003101168954,0.749898797130683,1.51571388956963,5,26
"q.3","NHS-C032",-0.024933915363581,-0.52371331131512,0.482293686099042,0.91025,0.835503667860955,0.553465061575261,1.10417777297876,10,20
"q.3","NHS-C033",0.0820806962605514,-0.287894788970071,0.461068601012477,0.66975,0.78329687780226,0.59484119280217,1.03283223616526,5,35
"q.3","NHS-C036",-0.0434909705516744,-0.169036212375108,0.0982048890334798,0.508,0.846773590688718,0.692710251819602,0.948272336106111,19,315
"q.3","NHS-C037",0.400056556044117,-0.125544507250057,0.876725120262132,0.123,0.830254435327647,0.568517676299774,1.08816607308566,2,27
"q.3","NHS-C042",0.325755133260852,0.0714487834475586,0.55980831304761,0.0177499999999999,0.814755985778838,0.655735430946365,0.937963340108682,13,106
"q.3","NHS-C048",0.280767140377454,-0.0155364474080599,0.570876003938077,0.0595000000000001,0.857713990849841,0.682618369179886,1.01417250747732,15,63
"q.3","NHS-C050",0.941702656639432,-0.596333125952697,2.61733873165198,0.24725,0.543747759665108,0.00837942071369116,1.57485073230568,1,2
"q.3","NHS-C052",-0.163846401505472,-0.722416285710184,0.389012175962205,0.56975,0.762098342763369,0.542572997297266,1.06013091970577,4,17
"q.3","NHS-C055",0.707772724713943,-1.4191777970223,2.75083791211056,0.499,NA,NA,NA,1,1
"q.3","NHS-C056",0.301259083652146,0.0637716161363364,0.530824473618522,0.018,0.825206568392941,0.628313604278785,0.96832209299661,16,101
"q.3","NHS-C058",0.0367015593899032,-0.20313769542353,0.290987590134177,0.783,0.830756466582172,0.660321386997534,1.004184337621,5,84
"q.3","NHS-C059",0.152697297020872,-0.116891525392279,0.419724036051254,0.2705,0.783986258415625,0.646062126415598,0.906851421474165,6,77
"q.3","NHS-C064",-0.140989849637454,-0.588610303106088,0.270082580440079,0.52475,1.15999809997308,0.861474063629537,1.42735993326697,3,28
"q.3","NHS-C066",-0.0653327510502365,-0.32048772152805,0.184777909731953,0.5965,0.977869430811151,0.700536130958002,1.1521597866132,10,85
"q.3","NHS-C067",-0.0263082645553203,-0.168166014138269,0.118973962744039,0.71175,0.786970680093831,0.656807120711963,0.878194664546522,26,288
"q.3","NHS-C068",0.133395060085356,-0.586815859787469,0.866218263151307,0.71425,0.833014584275211,0.533519286788562,1.18585987057899,5,11
"q.3","NHS-C070",-0.167032986772649,-0.311213508975854,-0.00696786200029925,0.044,0.929853763541802,0.760252043604452,1.0641013053524,10,288
"q.3","NHS-C073",0.35245287048468,0.100802214529374,0.529959192321924,0.0145,0.905295551922955,0.751418949534827,1.03020967617351,11,211
"q.3","NHS-C074",-0.0950045809782428,-0.436936150980668,0.240151629382674,0.5795,0.905333386789629,0.743946902722714,1.09421306137998,7,46
"q.3","NHS-C075",0.306217394233977,-0.258052429321077,0.906869880739066,0.29125,0.826019497612285,0.495779529330344,1.10050356393928,8,16
"q.3","NHS-C077",0.0126225272953921,-0.202834899740917,0.231080493186922,0.90475,0.8485775625205,0.714242668959912,1.01256225726946,13,114
"q.3","NHS-C078",0.366201476253111,-0.0545167552788508,0.744999139302512,0.0885,0.793836628281095,0.557579871438809,0.93993886403691,9,38
"q.3","NHS-C079",-0.380508393837879,-0.853435393067961,0.118713107093782,0.128,0.956932108033603,0.663159814093853,1.21951916298247,4,21
"q.3","NHS-C080",0.0184416614220341,-0.141597885132546,0.171693070697315,0.80475,0.86095261136534,0.692619980623115,0.960797205672724,17,207
"q.3","NHS-C081",-0.0317554910719685,-0.301355891842247,0.246607001025631,0.817,0.950870724716124,0.742544853114414,1.17974772285348,12,62
"q.3","NHS-C082",0.121520992683642,-0.0644902210334967,0.306523405944463,0.18875,0.867773463713457,0.678991046120483,0.983467735832519,18,184
"q.3","NHS-C083",0.127790418937225,-0.0537118390938362,0.313684490895994,0.181,0.828169146192604,0.668576711800088,0.923285990019987,7,310
"q.3","NHS-C084",-0.36212072960117,-0.611921230281684,-0.0135981673587333,0.043,0.974433549703473,0.76031754219511,1.11159449026069,11,209
"q.3","NHS-C085",-0.236424313950012,-0.540265226189465,0.0906941281134124,0.142,0.973283811060768,0.713323900338606,1.17085041888387,7,59
"q.3","NHS-C086",-0.10524770905903,-0.567634593716467,0.368600389747633,0.65675,0.696208171242967,0.462010017170817,0.916609278131911,3,20
"q.3","NHS-C087",-1.13865443549573,-2.25909676978452,0.0150893632702149,0.05225,1.1660759478662,0.571429427167681,1.93138387186077,1,4
"q.3","NHS-C088",0.105425598168913,-1.21628621566459,1.40395464398262,0.8775,0.680098767859649,0.10100728026974,1.60367794100943,3,3
"q.3","NHS-C091",0.0429644353326791,-0.630668154368547,0.693065029098612,0.8995,0.768006823701222,0.429797282867283,1.04759965875412,3,11
"q.3","NHS-C092",-0.220269116343764,-0.675330224470158,0.0563544500632988,0.13675,1.31962058278667,0.780437227148493,4.06445133723157,5,83
"q.3","NHS-C095",0.0924664570998976,-0.177804717948705,0.34967620458292,0.4905,0.899043794147589,0.717027631099644,1.05005805852933,10,91
"q.3","NHS-C097",-0.277694404188295,-0.699479578296068,0.164333575273363,0.18775,0.793387902030561,0.59733707434385,0.979536727673785,4,33
"q.3","NHS-C098",-0.302603945102667,-0.866212709150518,0.291628311064519,0.292,0.746690067236702,0.497442404210395,1.03447078872111,7,16
"q.3","NHS-C100",0.15163660309245,-0.251679842036088,0.530332810675587,0.43275,0.883387892085895,0.642495584064905,1.09565796676801,6,34
"q.3","NHS-C108",0.040645611717011,-0.201076930273968,0.293606322384919,0.74825,0.808701261937949,0.641141828442842,0.940259447352578,14,88
"q.3","NHS-C111",0.0314400835812655,-0.226128986395126,0.277873814014744,0.79475,0.910220381496995,0.707440624585331,1.07061534216681,9,85
"q.3","NHS-C114",0.016622480157872,-0.422669307076116,0.47766823849247,0.939,0.786555590703769,0.568773767468009,0.983893558303299,2,24
"q.3","NHS-C115",-0.00912119253412521,-0.314057306516526,0.301079301996611,0.94825,0.836630788526092,0.657021283937687,1.02497706207319,9,51
"q.3","NHS-C116",-0.114757375358015,-0.587483585543487,0.352774100260921,0.638,0.842771869493837,0.57271139560099,1.06785155784309,5,22
